req_id,page,section,category,requirement
AXI_REQ_0540,193,A12.2,Handshake/Timing,"request, RTAG is invalid and must be zero."
AXI_REQ_0541,193,A12.2,Handshake/Timing,Each transfer of read data must have a valid tag value. Tags must be sent for
AXI_REQ_0542,193,A12.2,Handshake/Timing,Only tags are required to be fetched. Data is not required to be valid and must
AXI_REQ_0543,193,A12.2,Cache/Stash,not be used by the Manager. Transactions using Fetch must be cache line sized
AXI_REQ_0544,193,A12.2,Functional,and Regular. Tags must be sent for every 16-byte granule that is accessed.
AXI_REQ_0545,194,A12.2,Functional,WTAGUPDATE must be deasserted.
AXI_REQ_0546,194,A12.2,Functional,WTAG must be zero.
AXI_REQ_0547,194,A12.2,Functional,WTAGUPDATE must be deasserted.
AXI_REQ_0548,194,A12.2,Handshake/Timing,WTAG bits must be valid for every byte in the transaction container.
AXI_REQ_0549,194,A12.2,Functional,Tag values have been updated and are dirty; the tags in memory must be
AXI_REQ_0550,194,A12.2,Transaction,Tags that are only partially addressed in the transaction must have
AXI_REQ_0551,194,A12.2,Functional,Write*Full* Opcodes must have all associated WTAGUPDATE bits asserted.
AXI_REQ_0552,194,A12.2,Handshake/Timing,WTAG must be valid for every associated WTAGUPDATE bit that is asserted.
AXI_REQ_0553,194,A12.2,Functional,The tags in the write must be checked against the Allocation Tag values that are
AXI_REQ_0554,194,A12.2,Functional,obtained from memory. The Match operation must be performed for all tags
AXI_REQ_0555,194,A12.2,Functional,where any corresponding write data strobes are asserted. It is required to update
AXI_REQ_0556,194,A12.2,Functional,WTAGUPDATE must be deasserted.
AXI_REQ_0557,194,A12.2,Handshake/Timing,WTAG bits must be valid for byte lanes that are enabled by WSTRB.
AXI_REQ_0558,194,A12.2,Functional,"For a write with tag Update, WTAGUPDATE indicates which tags must be written. It has the following rules:"
AXI_REQ_0559,194,A12.2,Functional,"• If a bit is asserted, then the corresponding tags must be written to memory."
AXI_REQ_0560,194,A12.2,Transaction,• WTAGUPDATE bits outside of the transaction container must be deasserted.
AXI_REQ_0561,194,A12.2,Functional,"• For operations other than Update, WTAGUPDATE must be deasserted."
AXI_REQ_0562,195,A12.2,Functional,3 Domain must be Non-shareable.
AXI_REQ_0563,196,A12.2,Functional,• BCOMP must be asserted.
AXI_REQ_0564,196,A12.2,Response/Error,• BTAGMATCH must be 0b01 (Match result in separate response).
AXI_REQ_0565,196,A12.2,Functional,• BID must have the same value as AWID.
AXI_REQ_0566,196,A12.2,Functional,"• If Loopback signaling is supported, BLOOP must have the same value as AWLOOP."
AXI_REQ_0567,196,A12.2,Response/Error,• The Completion response must follow normal response ordering rules.
AXI_REQ_0568,196,A12.2,Functional,• BCOMP must be deasserted.
AXI_REQ_0569,196,A12.2,Functional,• BTAGMATCH must be 0b11 (Pass) or 0b10 (Fail).
AXI_REQ_0570,196,A12.2,Functional,• BID must have the same value as AWID.
AXI_REQ_0571,196,A12.2,Functional,"• BIDUNQ can take any value, it is not required to have the same value as AWIDUNQ."
AXI_REQ_0572,196,A12.2,Functional,"• BLOOP can take any value, it is not required to have the same value as AWLOOP."
AXI_REQ_0573,197,A12.2,Functional,• BCOMP must be asserted.
AXI_REQ_0574,197,A12.2,Functional,• BTAGMATCH must be 0b11 (Pass) or 0b10 (Fail).
AXI_REQ_0575,197,A12.2,Functional,• BID must have the same value as AWID.
AXI_REQ_0576,197,A12.2,Functional,"• If Loopback signaling is supported, BLOOP must have the same value as AWLOOP."
AXI_REQ_0577,197,A12.2,Response/Error,• The combined response must follow normal response ordering rules.
AXI_REQ_0578,197,A12.2,Functional,data must be identical to that produced by a non-MTE operation to the same location.
AXI_REQ_0579,197,A12.2,Transaction,"• For a write with Transfer or Update, the data must be written normally. The tag is discarded."
AXI_REQ_0580,197,A12.2,Response/Error,"• For a write with Match, the data must be written normally and a single Combined response is given."
AXI_REQ_0581,197,A12.2,Functional,BTAGMATCH must be 0b10 (Fail).
AXI_REQ_0582,197,A12.2,Functional,value must be used for tag bits associated with the compare and swap bytes.
AXI_REQ_0583,198,A12.2,Transaction,A Prefetch transaction with AWTAGOP of Transfer indicates that the data should be prefetched with tags if
AXI_REQ_0584,198,A12.2,Functional,"associated with the tag, it may not be possible to clear the poison using the same techniques that would be"
AXI_REQ_0585,198,A12.2,Functional,occurs should be significantly lower than the rate at which data corruption occurs.
AXI_REQ_0586,199,A12.3,Functional,then the appropriate Trace signal must be present for all channels that are present.
AXI_REQ_0587,199,A12.3,Transaction,• A Manager interface can assert the Trace signal along with the address of a transaction that should be tracked
AXI_REQ_0588,199,A12.3,Functional,• A Subordinate that receives a request with AWTRACE asserted should assert the BTRACE signal alongside
AXI_REQ_0589,199,A12.3,Functional,• WTRACE should be propagated through interconnect components.
AXI_REQ_0590,199,A12.3,Functional,• A Subordinate that receives a request with the ARTRACE signal asserted should assert the RTRACE signal
AXI_REQ_0591,199,A12.3,Response/Error,"• For Atomic transactions that require a response on the read channel, the RTRACE signal should be asserted"
AXI_REQ_0592,200,A12.4,Functional,A user-defined value that must be reflected from a
AXI_REQ_0593,200,A12.4,Functional,A user-defined value that must be reflected from a
AXI_REQ_0594,200,A12.4,Functional,"• If Loopback_Signals is False, LOOP_R_WIDTH and LOOP_W_WIDTH must be 0."
AXI_REQ_0595,200,A12.4,Functional,"• If Loopback_Signals is True, LOOP_W_WIDTH or LOOP_R_WIDTH must be greater than 0."
AXI_REQ_0596,201,A12.4,Functional,• The value of BLOOP must be identical to the value that was on AWLOOP.
AXI_REQ_0597,201,A12.4,Transaction,• The value of RLOOP must be identical to the value that was on ARLOOP for all read data transfers.
AXI_REQ_0598,201,A12.4,Response/Error,"• For Atomic transactions that require a response on the read channel, the value of RLOOP must be identical"
AXI_REQ_0599,201,A12.4,Functional,to the value that was presented on AWLOOP. This means that the Manager must use loop values that can be
AXI_REQ_0600,201,A12.4,Transaction,Loopback values are not required to be unique. Multiple outstanding transactions from the same Manager are
AXI_REQ_0601,205,A13.1,Functional,space to addresses in the physical address space. Although all components in the system must use a single physical
AXI_REQ_0602,205,A13.1,Functional,"• Otherwise, the SMMU must perform a translation table walk, accessing translation table in memory to"
AXI_REQ_0603,205,A13.1,Response/Error,generates a fault that must be notified to the agent that maintains the translation tables. For the required access to
AXI_REQ_0604,205,A13.1,Functional,"proceed, that agent must then provide the required VA to PA translation. Typically, it updates the translation tables"
AXI_REQ_0605,208,A13.3,Functional,• ‘-’ indicates that the signal must not be present.
AXI_REQ_0606,209,A13.4,Functional,"hard coded by the interconnect, must be tied LOW."
AXI_REQ_0607,209,A13.4,Transaction,• SECSID_WIDTH must be 0 when Untranslated_Transactions is False. AxMMUSECSID signals are not
AXI_REQ_0608,209,A13.4,Transaction,• SECSID_WIDTH must be 1 when Untranslated_Transactions is not False and RME_Support is False. Only
AXI_REQ_0609,209,A13.4,Transaction,• SECSID_WIDTH must be 2 when Untranslated_Transactions is not False and RME_Support is True.
AXI_REQ_0610,209,A13.4,Functional,"• When AxMMUSECSID is Non-secure, the physical address space must be Non-secure."
AXI_REQ_0611,209,A13.4,Functional,"• When AxMMUSECSID is Secure, the physical address space must be Non-secure or Secure."
AXI_REQ_0612,209,A13.4,Functional,"• When AxMMUSECSID is Realm, the physical address space must be Non-secure or Realm."
AXI_REQ_0613,210,A13.4,Functional,"• When AxMMUSSIDV is deasserted, AxMMUSSID must be 0."
AXI_REQ_0614,211,A13.4,Transaction,"When using untranslated transactions and GDI, the Untranslated_Transactions property must be v4 and the"
AXI_REQ_0615,211,A13.4,Functional,"• Requests to the Non-secure Protected or System Agent physical address space must be physically addressed,"
AXI_REQ_0616,211,A13.4,Handshake/Timing,"– When AxPAS is NSP or SA, AxMMUVALID must be LOW."
AXI_REQ_0617,211,A13.4,Functional,"• When AxMMUPM is asserted, AxMMUFLOW must not be Stall."
AXI_REQ_0618,212,A13.5,Functional,• AxMMUSECSID must be Non-secure or Realm.
AXI_REQ_0619,212,A13.5,Functional,• AxMMUSECSID must be Realm.
AXI_REQ_0620,212,A13.5,Functional,• AxPAS is inapplicable and must be Realm.
AXI_REQ_0621,212,A13.5,Functional,A PCIe device in eXtended TEE (XT) mode provides XT and T bits which should map to AXI as shown in Table
AXI_REQ_0622,212,A13.5,Functional,Non-trusted request that must
AXI_REQ_0623,212,A13.5,Functional,Trusted request that must target
AXI_REQ_0624,212,A13.5,Functional,Trusted request that must target
AXI_REQ_0625,212,A13.5,Functional,"When PCIe XT mode is not used, the T bit should map to AXI as shown in Table A13.11."
AXI_REQ_0626,213,A13.5,Functional,Non-trusted request that must
AXI_REQ_0627,213,A13.5,Functional,Trusted request that must target
AXI_REQ_0628,214,A13.6,Transaction,MMUFLOW_Present must be False if Untranslated_Transactions is False.
AXI_REQ_0629,214,A13.6,Functional,The SMMU ATST flow must be used.
AXI_REQ_0630,214,A13.6,Functional,The SMMU NoStall flow must be used.
AXI_REQ_0631,215,A13.6,Response/Error,"If a translation fault occurs, the transaction must be terminated with an SLVERR response."
AXI_REQ_0632,215,A13.6,Functional,• AxMMUSECSID must be Non-secure or Realm.
AXI_REQ_0633,215,A13.6,Transaction,"• If Untranslated_Transactions is True, v1 or v2 then AxMMUSSIDV must be LOW."
AXI_REQ_0634,215,A13.6,Response/Error,"If a translation fault occurs when using this flow, the Subordinate must terminate the transaction with an SLVERR"
AXI_REQ_0635,216,A13.6,Response/Error,"• If TRANSFAULT is used for one response transfer, it must be used for all response transfers of a transaction."
AXI_REQ_0636,217,A13.7,Handshake/Timing,– AxTAGOP must be 0b00 (Invalid)
AXI_REQ_0637,217,A13.7,Ordering,"• Translated and untranslated transactions must not use the same ID for in-flight transactions, and this applies"
AXI_REQ_0638,219,A13.9,Cache/Stash,The StashTranslation Opcode is a hint that an MMU should cache the table entry required to process the given
AXI_REQ_0639,219,A13.9,Cache/Stash,MMU should cache the relevant page table entry.
AXI_REQ_0640,219,A13.9,Handshake/Timing,"• If AWMMUVALID is deasserted, the StashTranslation request has a physical address and the MMU should"
AXI_REQ_0641,219,A13.9,Handshake/Timing,"If RME_Support is False, AWMMUVALID must be asserted for a StashTranslation request."
AXI_REQ_0642,219,A13.9,Cache/Stash,AWSTASHLPIDEN must be LOW.
AXI_REQ_0643,219,A13.9,Cache/Stash,• StashTranslation requests must not use the same AXI ID values that are used by non-StashTranslation
AXI_REQ_0644,220,A13.10,Functional,MMU should deallocate the relevant page table entry.
AXI_REQ_0645,220,A13.10,Handshake/Timing,"• If AWMMUVALID is deasserted, the StashTranslation request has a physical address and the MMU should"
AXI_REQ_0646,220,A13.10,Handshake/Timing,"If RME_Support is False, AWMMUVALID must be asserted for an UnstashTranslation request."
AXI_REQ_0647,220,A13.10,Cache/Stash,"• AWSNOOP is 0b10001 to indicate UnstashTranslation, AWSNOOP_WIDTH must be 5."
AXI_REQ_0648,220,A13.10,Cache/Stash,AWSTASHLPIDEN must be LOW.
AXI_REQ_0649,220,A13.10,Ordering,– A Manager must not issue a request on the write channels with the same ID as an outstanding
AXI_REQ_0650,221,A13.10,Cache/Stash,"– If present, AWIDUNQ must be asserted for an UnstashTranslation request."
AXI_REQ_0651,223,A14.1,Functional,The wake-up signals are synchronous and must also be suitable for sampling asynchronously in a different clock
AXI_REQ_0652,223,A14.1,Transaction,"The wake-up signals must be asserted to guarantee that a transaction can be accepted, but once the transaction is in"
AXI_REQ_0653,223,A14.1,Functional,"• When AXI_Transport is Credited, Wakeup_Signals must be False."
AXI_REQ_0654,224,A14.1,Handshake/Timing,AWAKEUP must remain asserted until AWREADY is asserted.
AXI_REQ_0655,224,A14.1,Handshake/Timing,AWAKEUP must remain asserted until ARREADY is asserted.
AXI_REQ_0656,224,A14.1,Transaction,must remain active until the transaction has completed.
AXI_REQ_0657,224,A14.1,Functional,"However, it is required to be asserted to guarantee the corresponding assertion of SYSCOACK. When"
AXI_REQ_0658,224,A14.1,Functional,"AWAKEUP is asserted with SYSCOREQ asserted and SYSCOACK deasserted, it must remain asserted"
AXI_REQ_0659,224,A14.1,Functional,"However, it is required to be asserted to guarantee the corresponding deassertion of SYSCOACK. When"
AXI_REQ_0660,224,A14.1,Functional,"AWAKEUP is asserted with SYSCOREQ deasserted and SYSCOACK asserted, it must remain asserted"
AXI_REQ_0661,224,A14.1,Handshake/Timing,• ACWAKEUP must remain asserted until the associated ACVALID / ACREADY handshake to ensure
AXI_REQ_0662,224,A14.1,Handshake/Timing,"• After the ACVALID / ACREADY handshake, the Manager must remain active until the DVM transaction"
AXI_REQ_0663,225,A14.2,Functional,receiver. Transmitters are not required to explicitly return all credits to the receiver before it stops.
AXI_REQ_0664,225,A14.2,Handshake/Timing,• Credit_Control must be False if the AXI_Transport property is Ready.
AXI_REQ_0665,225,A14.2,Functional,• Connected interfaces must have the same value for Credit_Control.
AXI_REQ_0666,226,A14.2,Functional,"ACTIVATEREQ deassertion, they must be discarded."
AXI_REQ_0667,227,A14.2,Transaction,• The Manager must not send transfers or credits.
AXI_REQ_0668,227,A14.2,Transaction,• The Subordinate will have no transfers to send because all outstanding transactions must be complete.
AXI_REQ_0669,227,A14.2,Reset,because it is required to reconfigure or reset when all outstanding transactions are complete.
AXI_REQ_0670,227,A14.2,Functional,"• If ASKSTOP is asserted, it must remain HIGH until ACTIVATEACK is LOW."
AXI_REQ_0671,227,A14.2,Functional,• ASKSTOP must be LOW when ACTIVATEACK is LOW.
AXI_REQ_0672,227,A14.2,Functional,"• When ASKSTOP is HIGH, the Manager must deassert ACTIVATEREQ when there are no outstanding"
AXI_REQ_0673,227,A14.2,Transaction,• When ACTIVATEREQ is LOW there must be no outstanding transactions and the Manager must not send
AXI_REQ_0674,227,A14.2,Functional,"• When ACTIVATEREQ is LOW or ACTIVATEACK is LOW, the Manager must not send credits."
AXI_REQ_0675,227,A14.2,Transaction,"• When ACTIVATEACK is LOW, the Subordinate must not send transfers or credits."
AXI_REQ_0676,227,A14.2,Reset,"• ACTIVATEREQ, ACTIVATEACK and ASKSTOP must be LOW during reset."
AXI_REQ_0677,227,A14.2,Functional,It can sometimes be required to add pipeline stages to channels to meet timing between interfaces. The following
AXI_REQ_0678,227,A14.2,Functional,• The Manager must not receive any credits in the STOP state.
AXI_REQ_0679,227,A14.2,Functional,"– If credit signals from the Subordinate have a longer transport delay than ACTIVATEACK, there must"
AXI_REQ_0680,227,A14.2,Functional,might receive credits in the STOP state. These credits must be discarded.
AXI_REQ_0681,227,A14.2,Functional,• ASKSTOP must be pipelined the same as ACTIVATEACK so the rules regarding ASKSTOP can be
AXI_REQ_0682,228,A14.2,Handshake/Timing,"• When registering the VALID signals, the logic must ensure that associated payload signals remain aligned to"
AXI_REQ_0683,228,A14.2,Transaction,• Transfers will not be sent or received.
AXI_REQ_0684,228,A14.2,Functional,• Credits will not be sent.
AXI_REQ_0685,228,A14.2,Functional,• ACTIVATEREQ must be glitch free and suitable for sampling in a different clock domain.
AXI_REQ_0686,229,A14.3,Functional,"• Due to pipelining, a Subordinate might receive credits during the STOP state, which must be discarded."
AXI_REQ_0687,230,A14.4,Functional,"permitted behavior. Not all signals are shown, for example PENDING signals must be included on all credited"
AXI_REQ_0688,230,A14.4,Functional,The Subordinate deasserts ACTIVATEACK and ASKSTOP and moves into STOP. This must be at least N
AXI_REQ_0689,233,A15.2,Transaction,DVM_Message_Support is Receiver the Shareable_Transactions property must be True.
AXI_REQ_0690,233,A15.2,Functional,A component that supports DVM messages from a specific version must also support earlier architecture versions.
AXI_REQ_0691,234,A15.3,Functional,"When deasserted, ASID must be zero."
AXI_REQ_0692,234,A15.3,Functional,"When deasserted, VMID must be zero."
AXI_REQ_0693,238,A15.3,Functional,messages are required to set the ASID[15:8] bits to zero.
AXI_REQ_0694,238,A15.3,Functional,"It is expected that most systems will use a single ASID size across the entire system, either 8-bit ASID or 16-bit"
AXI_REQ_0695,238,A15.3,Handshake/Timing,"– If the upper 8 bits are non-zero, then over-invalidation will occur, since the 8-bit ASID agent ignores the"
AXI_REQ_0696,238,A15.3,Functional,messages are required to set the VMID[15:8] field to zero.
AXI_REQ_0697,239,A15.3,Handshake/Timing,"– If the upper 8 bits are nonzero, then over-invalidation will occur, since the 8-bit VMID agent ignores the"
AXI_REQ_0698,239,A15.3,Functional,The entries on which the TLBI must operate depends on the fields in the message. All supported TLBI operations
AXI_REQ_0699,239,A15.3,Functional,The Arm column indicates the minimum Arm architecture version required to support the message.
AXI_REQ_0700,242,A15.3,Functional,"– 16K: BaseAddr is VA[MaxVA:14], VA[13:12] must be zero."
AXI_REQ_0701,242,A15.3,Functional,"– 64K: BaseAddr is VA[MaxVA:16], VA[15:12] must be zero."
AXI_REQ_0702,242,A15.3,Handshake/Timing,"If the PA is not aligned to the IS value, no TLB entries are required to be invalidated."
AXI_REQ_0703,243,A15.3,Functional,The Arm column indicates the minimum Arm architecture version required to support the message.
AXI_REQ_0704,244,A15.3,Functional,"that use virtual addresses. A component that receives DVM messages must support both forms of message,"
AXI_REQ_0705,245,A15.3,Functional,Secure only when it should have been Secure and Non-secure.
AXI_REQ_0706,245,A15.3,Functional,The Arm column indicates the minimum Arm architecture version required to support the message.
AXI_REQ_0707,248,A15.6,Functional,• A component issuing a two-part DVM message must be able to issue the second part of the message without
AXI_REQ_0708,250,A15.6,Handshake/Timing,• ACVALID must only be asserted by a Subordinate when there is valid address and control information.
AXI_REQ_0709,250,A15.6,Handshake/Timing,"• When asserted, ACVALID must remain asserted until the rising clock edge after the Manager asserts the"
AXI_REQ_0710,250,A15.6,Handshake/Timing,"• When asserted, CRVALID must remain asserted until the rising clock edge after the Subordinate asserts the"
AXI_REQ_0711,250,A15.6,Handshake/Timing,• The Subordinate must not wait for the Manager to assert ACREADY before asserting ACVALID.
AXI_REQ_0712,250,A15.6,Handshake/Timing,• The Manager must wait for both ACVALID and ACREADY to be asserted before it asserts CRVALID to
AXI_REQ_0713,250,A15.6,Handshake/Timing,• The Manager must not wait for the Subordinate to assert CRREADY before asserting CRVALID.
AXI_REQ_0714,250,A15.6,Response/Error,• The Manager must wait for a DVM message request before sending a DVM message response.
AXI_REQ_0715,251,A15.6,Functional,"in a DVM message. In this case, any additional address information must be ignored and operations performed"
AXI_REQ_0716,251,A15.6,Functional,"If a component supports a larger VA width than its PA width, the component must take appropriate action"
AXI_REQ_0717,258,A15.5,Response/Error,response must not be dependent on the forward progress of any transactions on the AR or AW channels.
AXI_REQ_0718,258,A15.5,Functional,2. The Manager must issue a DVM Complete request on the AR channel when it has completed all the
AXI_REQ_0719,258,A15.5,Handshake/Timing,necessary actions. This must be after the handshake of the associated DVM Sync on the snoop request
AXI_REQ_0720,258,A15.5,Functional,"channel of the same Manager. The Manager must send a DVM Complete in a timely manner, even if it"
AXI_REQ_0721,258,A15.5,Functional,Every DVM Sync message must have one corresponding DVM Complete request.
AXI_REQ_0722,259,A15.5,Functional,Must be 0b1110.
AXI_REQ_0723,259,A15.5,Functional,Must be zero.
AXI_REQ_0724,259,A15.5,Functional,"Must be different from that of any outstanding, non-DVM"
AXI_REQ_0725,259,A15.5,Functional,Must be INCR (0b01).
AXI_REQ_0726,259,A15.5,Transaction,Must be 1 transfer (0x00).
AXI_REQ_0727,259,A15.5,Functional,Must be equal to the data channel width or
AXI_REQ_0728,259,A15.5,Functional,Must be Shareable (0b01 or 0b10).
AXI_REQ_0729,259,A15.5,Cache/Stash,"Must be Modifiable, Non-cacheable (0b0010)."
AXI_REQ_0730,259,A15.5,Functional,Must be 0b0.
AXI_REQ_0731,259,A15.5,Handshake/Timing,"Must be 0b0. If not present, ARMMUVALID is assumed to be"
AXI_REQ_0732,259,A15.5,Functional,Must be 0b0.
AXI_REQ_0733,259,A15.5,Functional,Must be 0b00.
AXI_REQ_0734,259,A15.5,Functional,Must be 0b00.
AXI_REQ_0735,259,A15.5,Functional,Must be 0b0.
AXI_REQ_0736,259,A15.5,Functional,messages on an interface must use the same RP.
AXI_REQ_0737,260,A15.6,Response/Error,"Coherency Connection signals do not have default values, so connected interfaces must both support or not"
AXI_REQ_0738,260,A15.6,Reset,"SYSCOREQ and SYSCOACK must be deasserted when ARESETn is asserted. When not in reset, the following"
AXI_REQ_0739,261,A15.6,Functional,• Must not fetch and use DVM-managed translation table
AXI_REQ_0740,261,A15.6,Functional,• Must not issue any DVM message requests.
AXI_REQ_0741,261,A15.6,Functional,"• Must not issue any DVM Sync requests, these are assumed"
AXI_REQ_0742,261,A15.6,Functional,• Must not fetch and use DVM-managed translation table
AXI_REQ_0743,261,A15.6,Functional,• Must be able to receive and respond to DVM message
AXI_REQ_0744,261,A15.6,Functional,• Must be able to receive and respond to DVM message
AXI_REQ_0745,261,A15.6,Functional,data must have been completed.
AXI_REQ_0746,262,A15.6,Functional,• Must not fetch or use any DVM-managed translation table
AXI_REQ_0747,262,A15.6,Functional,• Must be able to receive and respond to DVM message
AXI_REQ_0748,262,A15.6,Functional,• Must wait for all outstanding DVM messages to receive a
AXI_REQ_0749,262,A15.6,Functional,• Must stop issuing DVM messages in a timely manner.
AXI_REQ_0750,262,A15.6,Functional,• Must issue the second part of a 2-part DVM message if the
AXI_REQ_0751,262,A15.6,Functional,"Note that a Subordinate is not permitted to send DVM messages in the Connect state, but a Manager must be able"
AXI_REQ_0752,262,A15.6,Functional,"is required to send the DVM Complete request on the AR channel, even when DVM messages are disabled."
AXI_REQ_0753,263,A15.7,Response/Error,DVM channels can be stopped once the CR response is received. The Manager must start the main channels
AXI_REQ_0754,265,A16.1,Transaction,different on each data transfer. In this situation the receiving component must examine all data transfers to
AXI_REQ_0755,266,A16.2,Functional,"detection and correction (EDC) is required to operate end-to-end, covering all logic and wires from source to"
AXI_REQ_0756,267,A16.2,Functional,• Check signals are synchronous to ACLK and must be driven correctly in every cycle that the signal in the
AXI_REQ_0757,267,A16.2,Functional,"• Parity signals must be driven appropriately to all the bits in the associated payload, irrespective of whether"
AXI_REQ_0758,267,A16.2,Transaction,"those bits are actively used in the transfer. For example, all bits of WDATACHK must be driven correctly"
AXI_REQ_0759,268,A16.2,Response/Error,"non-zero default must be considered when calculating parity, for example BCOMP which has a default value"
AXI_REQ_0760,287,B2.1,Functional,An ACE5-LiteDVM interface was previously needed if an interface was required to send or receive DVM
AXI_REQ_0761,288,B2.1,Functional,• Data width must be 128b (DATA_WIDTH = 128).
AXI_REQ_0762,288,B2.1,Functional,• Size must be 128b (SIZE_Present = False).
AXI_REQ_0763,288,B2.1,Transaction,• Length must be 1 or 4 transfers.
AXI_REQ_0764,288,B2.1,Transaction,• Burst must be INCR (BURST_Present = False).
AXI_REQ_0765,288,B2.1,Cache/Stash,"• Memory type must be Write-back, that is AxCACHE[1:0] is 0b11 and AxCACHE[3:2] is not 0b00."
AXI_REQ_0766,288,B2.1,Cache/Stash,• Cache line size must be 64.
AXI_REQ_0767,288,B2.1,Transaction,"Note that the burst type is assumed to be INCR, this must be taken into account when calculating a parity value for"
AXI_REQ_0768,305,B2.4,Functional,Must use an ID that is unique in-flight on the same channels:
AXI_REQ_0769,305,B2.4,Ordering,Must not use the same ID for in-flight transactions on the same channels:
AXI_REQ_0770,305,B2.4,Ordering,Must use the same ID:
AXI_REQ_0771,307,B4.1,Functional,BIDUNQ is not required to follow AWIDUNQ for non-Completion
AXI_REQ_0772,307,B4.1,Transaction,A WritePtlCMO or WriteFullCMO with AWTAGOP Transfer must be
AXI_REQ_0773,308,B4.1,Cache/Stash,Transactions that carry MTE tags must not cross a cache line boundary.
AXI_REQ_0774,308,B4.1,Transaction,Read transactions with the MTE opcode of Fetch must be Regular.
AXI_REQ_0775,308,B4.1,Functional,A Prefetch request must not be used to signal that a line can be fetched
AXI_REQ_0776,308,B4.1,Handshake/Timing,"For read responses where data is not required to be valid, the Manager"
AXI_REQ_0777,308,B4.1,Functional,might still sample the RDATA value so the Subordinate should not rely
AXI_REQ_0778,308,B4.1,Cache/Stash,"""AWSTASHLPIDEN must be driven to all zeros when"
AXI_REQ_0779,308,B4.1,Handshake/Timing,"""When AWSTASHLPIDEN is LOW, AWSTASHLPID is invalid and must"
AXI_REQ_0780,309,B4.2,Functional,It is clarified that a Subordinate must not block acceptance of data-less
AXI_REQ_0781,309,B4.2,Ordering,Device and Normal Non-cacheable requests are required to be ordered
AXI_REQ_0782,309,B4.2,Functional,"It is clarified that AxNSE must not be modified, along with AxPROT."
AXI_REQ_0783,309,B4.2,Atomic/Exclusive,It is clarified that AWATOP must not be Match for exclusive writes.
AXI_REQ_0784,309,B4.2,Functional,It is clarified that clean evictions of Shareable lines must not be written
AXI_REQ_0785,310,B4.2,Atomic/Exclusive,with tag Match must not be Exclusive.
AXI_REQ_0786,310,B4.2,Functional,A15.22. ACADDR[11:4] should be PA[11:4].
AXI_REQ_0787,310,B4.2,Handshake/Timing,ACVALID when it should be CRVALID.
AXI_REQ_0788,310,B4.2,Functional,DVM_Message_Support must be Receiver for ACE5-LiteDVM
AXI_REQ_0789,310,B4.2,Functional,"AXI5-Lite interfaces, it should be False."
AXI_REQ_0790,311,B4.3,Functional,It is clarified that all signals that are required to be deasserted during
AXI_REQ_0791,311,B4.3,Reset,reset must wait until at least the rising ACLK edge after ARESETn is
AXI_REQ_0792,311,B4.3,Cache/Stash,WRAP transactions must be cache line sized and Modifiable.
AXI_REQ_0793,311,B4.3,Atomic/Exclusive,It is clarified that Atomic transactions must update the entire written
AXI_REQ_0794,311,B4.3,Transaction,If is clarified that transactions that carry tags must be physically
AXI_REQ_0795,312,B4.3,Functional,footnote added that it must hit a Shareable Dirty line if RME_Support is
AXI_REQ_0796,312,B4.3,Handshake/Timing,all in-line and peer caches must be cleaned and invalidated because the
AXI_REQ_0797,312,B4.3,Functional,"channel width. It is clarified that for a DVM Complete, ARSIZE must"
AXI_REQ_0798,312,B4.3,Functional,ReadNoSnoop with MTE Fetch is added to the list of Opcodes that must
AXI_REQ_0799,315,B4.3,Cache/Stash,The basic unit of storage in a cache. Its size in words is always a power of two. A cache line must be aligned to the
AXI_REQ_0800,316,B4.3,Functional,Something that is present in the specification for backwards compatibility. Whenever possible you must avoid
AXI_REQ_0801,316,B4.3,Functional,"Means that the behavior is not defined by this specification, but must be defined and documented by individual"
AXI_REQ_0802,316,B4.3,Functional,"The protocol cannot define an absolute time within which something must occur. However, in a sufficiently idle"
AXI_REQ_0803,316,B4.3,Functional,"system, it will make progress and complete without requiring any explicit action."
AXI_REQ_0804,318,B4.3,Functional,"component. Any access that is not defined as permitted might cause the Peripheral Subordinate to fail, but must"
AXI_REQ_0805,318,B4.3,Transaction,Point of Serialization. The point through which all transactions to a given address must pass and the order in
AXI_REQ_0806,318,B4.3,Functional,"Hardware must implement the field as Read-as-Zero, and must ignore writes to the field. Software can rely on the"
AXI_REQ_0807,320,B4.3,Functional,UNPREDICTABLE behavior must not be documented or promoted as having a defined effect.
